final_dept_e,DPTSIZE_e,theme_en,theme_fr,question_name,question_value,total_respondants,total_w_resp,shr_w_resp
Natural Resources Canada,"Large (>= 2, 000)","Perception of merit, fairness and transparency","Perception du mérite, de l'équité et de la transparence",MAN_60A_e,Somewhat agree,253,577.7031,0.2125816877
Natural Resources Canada,"Large (>= 2, 000)","Perception of merit, fairness and transparency","Perception du mérite, de l'équité et de la transparence",MAN_60A_e,Strongly agree,253,577.7031,0.7198039962
Natural Resources Canada,"Large (>= 2, 000)","Perception of merit, fairness and transparency","Perception du mérite, de l'équité et de la transparence",MAN_60B_e,Strongly disagree,255,581.8654,0.0197664271
Natural Resources Canada,"Large (>= 2, 000)","Perception of merit, fairness and transparency","Perception du mérite, de l'équité et de la transparence",MAN_60B_e,Somewhat disagree,255,581.8654,0.0222027294
Natural Resources Canada,"Large (>= 2, 000)","Perception of merit, fairness and transparency","Perception du mérite, de l'équité et de la transparence",MAN_60B_e,Neither agree nor disagree,255,581.8654,0.0232734237
Natural Resources Canada,"Large (>= 2, 000)","Perception of merit, fairness and transparency","Perception du mérite, de l'équité et de la transparence",MAN_60B_e,Somewhat agree,255,581.8654,0.2179383754
Natural Resources Canada,"Large (>= 2, 000)","Perception of merit, fairness and transparency","Perception du mérite, de l'équité et de la transparence",MAN_60B_e,Strongly agree,255,581.8654,0.7168190444
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_65A_e,Strongly disagree,257,583.1381,0.0933254061
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_65A_e,Somewhat disagree,257,583.1381,0.1502179329
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_65A_e,Neither agree nor disagree,257,583.1381,0.1005857789
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_65A_e,Somewhat agree,257,583.1381,0.3980463633
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_65A_e,Strongly agree,257,583.1381,0.2578245188
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_65B_e,Strongly disagree,259,588.7911,0.0892160225
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_65B_e,Somewhat disagree,259,588.7911,0.123288888
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_65B_e,Neither agree nor disagree,259,588.7911,0.1098664705
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_65B_e,Somewhat agree,259,588.7911,0.4004345514
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_65B_e,Strongly agree,259,588.7911,0.2771940676
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_70A_e,Yes,53,120.8172,0.2398110534
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_70A_e,No,53,120.8172,0.7601889466
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_70B_e,Yes,53,120.8172,0.2008588181
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_70B_e,No,53,120.8172,0.7991411819
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_70C_e,Yes,53,120.8172,0.2051239393
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_70C_e,No,53,120.8172,0.7948760607
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_70D_e,Yes,53,120.8172,0.2157788792
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_70D_e,No,53,120.8172,0.7842211208
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_70E_e,Yes,53,120.8172,0.6385340829
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_70E_e,No,53,120.8172,0.3614659171
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_70F_e,Yes,53,120.8172,0.5699229911
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_70F_e,No,53,120.8172,0.4300770089
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_70G_e,Yes,53,120.8172,0.3013668584
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_70G_e,No,53,120.8172,0.6986331416
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_70H_e,Yes,53,120.8172,0.6353838692
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_70H_e,No,53,120.8172,0.3646161308
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_70I_e,Yes,53,120.8172,0.4070198614
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_70I_e,No,53,120.8172,0.5929801386
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_70J_e,Yes,53,120.8172,0.3462636115
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_70J_e,No,53,120.8172,0.6537363885
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_75A_e,Strongly disagree,255,578.4012,0.1711493683
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_75A_e,Somewhat disagree,255,578.4012,0.2388504726
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_75A_e,Neither agree nor disagree,255,578.4012,0.1422780589
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_75A_e,Somewhat agree,255,578.4012,0.2833832295
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_75A_e,Strongly agree,255,578.4012,0.1643388707
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_75B_e,Strongly disagree,260,589.8643,0.1403751676
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_75B_e,Somewhat disagree,260,589.8643,0.1867995741
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_75B_e,Neither agree nor disagree,260,589.8643,0.1774930268
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_75B_e,Somewhat agree,260,589.8643,0.3007844347
Natural Resources Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_75B_e,Strongly agree,260,589.8643,0.1945477968
Natural Resources Canada,"Large (>= 2, 000)",Perception of the New Direction in Staffing,Perception de la Nouvelle orientation en dotation,MAN_80A_e,Not at all,443,1010.12,0.1818752227
Natural Resources Canada,"Large (>= 2, 000)",Perception of the New Direction in Staffing,Perception de la Nouvelle orientation en dotation,MAN_80A_e,To a minimal extent,443,1010.12,0.249732606
Natural Resources Canada,"Large (>= 2, 000)",Perception of the New Direction in Staffing,Perception de la Nouvelle orientation en dotation,MAN_80A_e,To a moderate extent,443,1010.12,0.4067619689
Natural Resources Canada,"Large (>= 2, 000)",Perception of the New Direction in Staffing,Perception de la Nouvelle orientation en dotation,MAN_80A_e,To a great extent,443,1010.12,0.1616302024
Natural Resources Canada,"Large (>= 2, 000)",Perception of the New Direction in Staffing,Perception de la Nouvelle orientation en dotation,MAN_80B_e,Not at all,302,687.509,0.1617506098
Natural Resources Canada,"Large (>= 2, 000)",Perception of the New Direction in Staffing,Perception de la Nouvelle orientation en dotation,MAN_80B_e,To a minimal extent,302,687.509,0.2834748345
Natural Resources Canada,"Large (>= 2, 000)",Perception of the New Direction in Staffing,Perception de la Nouvelle orientation en dotation,MAN_80B_e,To a moderate extent,302,687.509,0.3741316841
Natural Resources Canada,"Large (>= 2, 000)",Perception of the New Direction in Staffing,Perception de la Nouvelle orientation en dotation,MAN_80B_e,To a great extent,302,687.509,0.1806428716
Natural Resources Canada,"Large (>= 2, 000)",Perception of the New Direction in Staffing,Perception de la Nouvelle orientation en dotation,MAN_80C_e,Not at all,309,702.3738,0.238703807
Natural Resources Canada,"Large (>= 2, 000)",Perception of the New Direction in Staffing,Perception de la Nouvelle orientation en dotation,MAN_80C_e,To a minimal extent,309,702.3738,0.3200996393
Natural Resources Canada,"Large (>= 2, 000)",Perception of the New Direction in Staffing,Perception de la Nouvelle orientation en dotation,MAN_80C_e,To a moderate extent,309,702.3738,0.3116904418
Natural Resources Canada,"Large (>= 2, 000)",Perception of the New Direction in Staffing,Perception de la Nouvelle orientation en dotation,MAN_80C_e,To a great extent,309,702.3738,0.129506112
Natural Resources Canada,"Large (>= 2, 000)",Perception of organizational staffing policies and practices,Perception des politiques et pratiques en matière de dotation de l’organisation,MAN_80D_e,Not at all,496,1130.2818,0.0587174809
